<CommandLineArguments>
ImbalancedDataset_FGBML.exe glass 1 FGBML_SMOTE 20 18 5 n 
<HyperParameter>
NUM_MEMBERSHIP_FUNC = 15
POPULATION_SIZE = 100
NUM_ITERATION = 5000
PROB_CROSSOVER = 0.900000
PER_REPLACEMENT = 20
SEED = 1234
INTERVAL_GRAPH = 100
IS_SELECT_PARENTS_ONLY_FROM_WINNER_RULE = 0
NUM_TRIAL = 20

<RUNNING_SECOND>
919 [s]

<Evaluation>
PER MISS TRA:54.3478
PER MISS TST:71.4286
LEN OF RULE:3.26087
Confusion Matrix tra:
109, 26, 1, 59, 17, 43
17, 43, 0, 6, 1, 0
11, 4, 0, 0, 0, 0
0, 0, 0, 12, 0, 0
1, 1, 0, 0, 2, 1
1, 0, 0, 2, 0, 23
Confusion Matrix tst:
0, 2, 0, 0, 0, 0
0, 4, 0, 1, 0, 0
0, 1, 0, 0, 0, 0
0, 0, 0, 0, 0, 1
0, 0, 0, 1, 0, 0
0, 0, 0, 1, 0, 2

<BestRules> [att, class, weight]
0005d0000, 5, 0.959953
4000000c0, 5, 1.000000
1211e1161, 4, 0.964287
03b000200, 3, 0.972545
00000c000, 3, 0.955769
020000d00, 3, 0.497198
00b00100b, 3, 0.820122
000c00500, 3, 0.560715
00b00b010, 3, 0.769256
030900200, 3, 0.978925
040000080, 5, 1.000000
b8b000771, 5, 0.995151
900000000, 1, 0.960532
02310b000, 3, 0.433367
090000c00, 4, 0.838005
0b5800000, 1, 0.408666
000000b80, 5, 1.000000
105200a07, 1, 0.660488
0000a100b, 1, 1.000000
e00000000, 1, 1.000000
2d4134217, 2, 0.016943
1b0001e00, 1, 1.000000
020d0000b, 5, 0.828563

<Prediction> [generation][index_pattern]
Training:
true-label, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
0, -1, -1, -1, -1, -1, 5, 1, -1, -1, -1, 1, -1, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 5, -1, -1, -1, -1, -1, 5, 5, -1, 3, -1, -1, 1, 1, -1, -1, -1, -1, 3, 3, -1, -1, -1, -1, -1, 5, -1, -1, -1, -1, 5, -1, -1, 3, -1, -1, -1, -1, -1, 5, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 5, 1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, -1, 3, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 5, -1, 1, 5, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 5, 5, -1, 5, -1, -1, -1, 3, 3, 3, 3, 3, 3, -1, -1, 3, 3, 3, 3, 5, 5, 5, -1, 5, -1, 5, -1, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 5, -1, -1, -1, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, 5, -1, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, 5, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1, 3, -1, 3, -1, 3, 3, -1, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, -1, -1, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, -1, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
100, -1, -1, -1, -1, -1, 5, 1, -1, -1, -1, 1, -1, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 5, -1, -1, -1, -1, -1, 5, 5, -1, 3, -1, -1, 1, 1, -1, -1, -1, -1, 3, 3, -1, -1, -1, -1, -1, 5, -1, -1, -1, -1, 5, -1, -1, 3, -1, -1, -1, -1, -1, 5, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 5, 1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, -1, 3, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 5, -1, 1, 5, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 5, 5, -1, 5, -1, -1, -1, 3, 3, 3, 3, 3, 3, -1, -1, 3, 3, 3, 3, 5, 5, 5, -1, 5, -1, 5, -1, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 5, -1, -1, -1, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, 5, -1, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, 5, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1, 3, -1, 3, -1, 3, 3, -1, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, -1, -1, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, -1, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
200, -1, -1, -1, -1, -1, 5, 1, -1, -1, -1, 1, -1, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 5, -1, -1, -1, -1, -1, 5, 5, -1, 3, -1, -1, 1, 1, -1, -1, -1, -1, 3, 3, -1, -1, -1, -1, -1, 5, -1, -1, -1, -1, 5, -1, -1, 3, -1, -1, -1, -1, -1, 5, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 5, 1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, -1, 3, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 5, -1, 1, 5, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 5, 5, -1, 5, -1, -1, -1, 3, 3, 3, 3, 3, 3, -1, -1, 3, 3, 3, 3, 5, 5, 5, -1, 5, -1, 5, -1, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 5, -1, -1, -1, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, 5, -1, 5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1, -1, -1, -1, -1, 5, -1, -1, 3, -1, -1, -1, -1, -1, -1, -1, 3, -1, 3, -1, 3, 3, -1, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, -1, -1, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, -1, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
300, 1, -1, -1, -1, -1, 5, 1, -1, 0, 0, 0, 0, 3, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0, 1, -1, -1, -1, 5, 0, -1, -1, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 5, 0, -1, 0, -1, 5, 1, 0, 0, -1, 0, 0, 0, -1, 5, 1, -1, 1, -1, 1, 1, -1, 0, -1, 0, 1, 1, -1, 0, -1, 1, 0, 0, -1, 1, 0, -1, -1, 0, 0, 0, -1, -1, -1, 3, -1, 3, -1, -1, 1, 0, -1, 0, -1, -1, 0, 0, 1, 0, -1, 0, 0, 0, -1, -1, 1, 1, -1, -1, 0, 3, -1, 1, 5, 0, 0, 1, 3, -1, 0, 0, -1, 0, 0, 0, -1, 0, -1, 0, 0, -1, 0, 0, -1, 0, -1, -1, 3, 3, 3, 3, 3, 3, -1, -1, 3, 3, 3, 3, 5, 5, 5, -1, 5, -1, 5, -1, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 1, 3, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, -1, 0, 0, 5, -1, -1, 0, 0, -1, -1, -1, 0, 0, 5, 0, 1, 0, 0, 0, -1, -1, 0, -1, 0, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 3, 3, 3, -1, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 4, 5, 5, 5, 5, 5, -1, -1, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, -1, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3
400, 1, 0, 0, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 1, -1, 3, 1, 0, 1, -1, 1, 1, 4, -1, 0, 1, 1, 1, 5, 0, 0, 1, 1, -1, 1, 1, 5, 0, 0, -1, -1, 1, 0, 0, -1, 3, 0, 3, 1, 1, 3, -1, 1, -1, -1, 0, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, 1, 1, 0, -1, -1, 3, 0, 1, 1, -1, 0, 1, 5, -1, -1, 5, -1, -1, -1, -1, -1, 0, -1, 0, -1, 0, 0, -1, 0, -1, 0, -1, 3, 3, 3, 3, 3, 3, -1, -1, 3, 3, 3, 3, -1, -1, 4, 4, 5, -1, -1, 0, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, 0, 0, -1, -1, 2, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, 0, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 3, 3, 3, -1, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, -1, 4, 0, 4, 4, -1, -1, -1, -1, 5, -1, 0, 4, -1, 4, 4, 4, 4, 4, -1, -1, -1, -1, -1, -1, -1, 5, -1, -1, 4, 4, -1, 0, 5, -1, -1, 0, -1, -1, -1, -1, 5, -1, -1, 4, -1, -1, -1, -1, -1, 0, 4, -1, -1, -1, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
500, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 1, -1, 3, 1, 0, 1, -1, 1, 1, 4, -1, 0, 1, 1, 1, -1, 0, 0, 1, 1, -1, 1, 1, 5, 0, 0, 0, 0, 1, 0, 0, -1, 3, 0, 3, 1, 1, 3, -1, 1, -1, -1, 0, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, 1, 1, 0, 0, -1, 3, 0, 1, 1, -1, 0, 1, 0, -1, 0, 5, -1, -1, -1, 0, -1, 0, -1, 0, -1, 0, 0, -1, 0, -1, 0, -1, 3, 3, 3, 3, 3, 3, -1, -1, 3, 3, 3, 3, -1, -1, 4, 4, 5, -1, -1, 0, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, -1, 2, -1, -1, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, 0, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 3, 3, 3, -1, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, -1, 4, 0, 4, 4, -1, -1, -1, -1, 5, -1, 0, 4, -1, 4, 4, 4, 4, 4, -1, -1, -1, -1, -1, -1, -1, 5, -1, -1, 4, 4, -1, 0, 5, -1, -1, 0, -1, -1, -1, -1, 5, -1, -1, 4, -1, -1, -1, -1, -1, 0, 4, -1, -1, -1, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
600, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 3, 1, 0, 1, -1, 0, 1, 4, -1, 0, 1, 1, 0, -1, 0, 0, 1, 1, -1, 1, 1, 5, 0, 0, 0, -1, 1, 0, 0, 0, 3, 0, 3, 1, 1, 1, -1, 1, -1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, 1, 1, 0, 0, -1, 3, 0, 1, 1, -1, 0, 1, 0, -1, -1, 5, 0, -1, -1, 0, -1, 0, -1, 0, -1, 0, 0, -1, 0, -1, 0, 0, 3, 3, 3, 3, 3, 3, -1, -1, 3, 3, 3, 3, -1, -1, 4, 4, 5, -1, -1, 0, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 3, 3, 3, -1, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, -1, 4, 0, 4, 4, -1, -1, -1, -1, 5, -1, 0, 4, -1, 4, 4, 4, 4, 4, -1, -1, -1, -1, -1, -1, -1, 5, -1, -1, 4, 4, -1, 0, 5, -1, -1, 0, -1, -1, -1, -1, 5, -1, -1, 4, -1, -1, -1, -1, -1, 0, 4, -1, -1, -1, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
700, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 3, 1, 0, 1, -1, 0, 1, 4, -1, 0, 1, 1, 0, -1, 0, 0, 1, 1, -1, 1, 1, 5, 0, 0, 0, -1, 1, 0, 0, 0, 3, 0, 3, 1, 1, 1, -1, 1, -1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, 1, 1, 0, 0, -1, 3, 0, 1, 1, -1, 0, 1, 0, -1, -1, 5, 0, -1, -1, 0, -1, 0, -1, 0, -1, 0, 0, -1, 0, -1, 0, 0, 3, 3, 3, 3, 3, 3, -1, -1, 3, 3, 3, 3, -1, -1, 4, 4, 5, -1, -1, 0, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 3, 3, 3, -1, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, -1, 4, 0, 4, 4, -1, -1, -1, -1, 5, -1, 0, 4, -1, 4, 4, 4, 4, 4, -1, -1, -1, -1, -1, -1, -1, 5, -1, -1, 4, 4, -1, 0, 5, -1, -1, 0, -1, -1, -1, -1, 5, -1, -1, 4, -1, -1, -1, -1, -1, 0, 4, -1, -1, -1, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
800, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 3, 1, 0, 1, -1, 0, 1, 4, -1, 0, 1, 1, 0, -1, 0, 0, 1, 1, -1, 1, 1, 5, 0, 0, 0, -1, 1, 0, 0, 0, 3, 0, 3, 1, 1, 1, -1, 1, -1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, 1, 1, 0, 0, -1, 3, 0, 1, 1, -1, 0, 1, 0, -1, -1, 5, 0, -1, -1, 0, -1, 0, -1, 0, -1, 0, 0, -1, 0, -1, 0, 0, 3, 3, 3, 3, 3, 3, -1, -1, 3, 3, 3, 3, -1, -1, 4, 4, 5, -1, -1, 0, 5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 3, 3, 3, -1, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, -1, 4, 0, 4, 4, -1, -1, -1, -1, 5, -1, 0, 4, -1, 4, 4, 4, 4, 4, -1, -1, -1, -1, -1, -1, -1, 5, -1, -1, 4, 4, -1, 0, 5, -1, -1, 0, -1, -1, -1, -1, 5, -1, -1, 4, -1, -1, -1, -1, -1, 0, 4, -1, -1, -1, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
